类型,题干,A,B,C,D,正确答案,解析,来源,出现次数,首次记录
判断题,化学反应中产生有毒气体时，应设置气体吸收装置并做好个人防护。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:28
判断题,化学废液要回收并集中存放，不可倒入下水道。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:20
判断题,化学废液要用适当的容器盛装存放、定点保存，不需要分类收集。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:20
判断题,化学类实验室原则上不得使用明火电炉。确须使用明火电炉进行实验的，须向实验室与设备处申报，经审核批准备案后，方可使用。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:25
判断题,化学泡沫灭火器可扑救一般油质品、油脂等的火灾，但不能扑救醇、酯、醚、酮等引起的火灾和带电设备的火灾。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:32
判断题,化学品场所安全警示标识，一般使用黑色符号加白色背景，方块边框为红色。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:25
判断题,化学品的闪点越低，燃爆危险性越小。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:32
判断题,化学品泄漏时，除受过特别训练的人员外，其他任何人员不得试图清除泄漏物。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:15
判断题,化学品尤其是危险化学品，不应存放在高架上，以免取用时容器坠下而发生意外。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:25
判断题,化学杀菌剂：用于杀死微生物的化学品或化学品的混合物。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:28
判断题,化学实验室内或者公共区域应该配备洗眼器、自动喷淋装置、药品急救箱。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:28
判断题,化学试剂和药品安全管理制度只用来约束做实验室的学生。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:25
判断题,化学试剂空瓶不可与生活垃圾桶一起堆放，也应同化学废液一起交专业部门统一处理。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:20
判断题,化学危险物品应当分类、分项存放，还原性试剂与氧化剂、酸与碱类腐蚀剂等不得混放，相互之间保持安全距离。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:25
判断题,化学物质的毒性水平用实验动物的半数致死量衡量，数值越大，表示毒性越强。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:25
判断题,环科院实验人员必须会报警、会使用灭火器材、会处理肇险事故、会逃生。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:32
判断题,环科院实验人员必须严格执行实验室安全操作规程，严禁使用明火电炉，严禁携带火源进入实验室。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:32
判断题,患流感、感冒、咳嗽、喷嚏、腹泻、头皮多者，以及有抓头、挖鼻、摸脸、搓皮肤等不良习惯者不得进入II级生物安全防护实验室。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:35
判断题,患有传染性疾病的人员可以从事实验动物工作。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:35
判断题,回收不便时可以将实验室废弃物掩埋处理。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:20
判断题,混合气体的为单一危险特性时，头色为单一颜色。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:23
判断题,混合气体的一般性即为不燃、不助燃、非氧化、无毒和惰性的泛称。混合气体的危险特性可以为单一，也可以是多种。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:23
判断题,混合气体气瓶的瓶阀保持金属本色或产品原涂敷的颜色，不进行涂色。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:23
判断题,混合气体气瓶的瓶色分为头色和体色。头色是指气瓶的头部所涂敷颜色。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:23
判断题,混合气体气瓶头部以外的部分为瓶体，瓶体所涂敷的颜色为体色。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:23
判断题,混合气体危险特性是两种时，按头部长度平分为上、下两部分，均涂敷一种颜色。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:23
判断题,豁免废物：是指这类放射性废物的比活度或比浓度低于清洁解控水平，且免受辐射防护监管控制的放射性废物。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:16
判断题,豁免废物放射性活度浓度高于清洁解控水平，免受辐射防护监管控制。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:16
判断题,火场扑救原则是先人后物、先重点后一般、先控制后消灭。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:32
判断题,火或热水等引起的大面积烧伤、烫伤，必须用湿毛巾、湿布、湿棉被覆盖，然后送医院进行处理。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:15
判断题,火或热水等引起的小面积烧伤、烫伤，必须用冷水冲洗30分钟以上，然后用烧伤膏涂抹，切不可用牙膏、酱油、盐等覆盖。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:15
判断题,火焰上灼热接种环产生的微生物气溶胶颗粒数量小于接种环接种平皿、试管或三角烧瓶。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:35
判断题,火灾按可燃物的类型和燃烧特性分为A、B、C、D四个类别。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:32
判断题,火灾对实验室构成的威胁最为严重，应加强对火灾三要素的控制，这三要素是指氧化剂、助燃物、易燃物。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:32
判断题,火灾对实验室构成的威胁最为严重，最为直接。应加强对火灾三要素（易燃物、助燃物、点火源）的控制。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:32
判断题,火灾发生后，穿过浓烟逃生时，必须尽量贴近地面，并用湿毛巾捂住口鼻。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:32
判断题,火灾发生后，当所有的逃生线路被大火封锁时，应立即退回室内，用手电筒、挥舞衣物、呼叫等方式向窗外发送求救信号，等待救援。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:32
判断题,火灾发生后，千万不要盲目跳楼，可利用疏散楼梯、阳台、窗口等逃生自救。也可用绳子或把床单、被套等撕成条状连成绳索，紧拴在窗框、铁栏杆等可靠的固定物上，用毛巾、布条等保护手心，顺绳滑下，或下到未着火的楼层进行逃生。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:32
判断题,火灾发生后，受到火势威胁时，要当机立断披上浸湿的衣物、被褥等向安全出口方向冲去。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:32
判断题,火灾扑灭后，发生火灾的单位应当立即清理现场，以最快速度复工，最大限度地降低火灾带来的损失。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:32
判断题,火灾事故主要追究直接操作人的相关责任。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:27
判断题,火灾是指在时间或空间上失去控制的燃烧。火灾从初起到熄灭可分为初期阶段、发展阶段、猛烈阶段和熄灭阶段。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:32
判断题,机床加工过程中出现异常或系统报警时，应立即停机并报告指导老师，待正常后方可继续操作。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:37
判断题,机床运行后，操作者不准离开机床，且要精神集中。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:37
判断题,机床运行时，不准用手触摸旋转的工件。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:37
判断题,机床运行中不准离开，且要精神集中。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:37
判断题,机床在运行中，可以更换主轴转速。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:37
判断题,机器仪表发生故障，或机器及动力装备等异常时，应该先关机，然后找有关人员前来检修，并设立警示牌。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:38
判断题,"机器仪表发生故障，或机器及动力装备等遇异状时，应该先关机，然后找有关人员前来检修,并设立警示牌。",正确,错误,,,A,,接口直采,1,2026/9/18 12:50:38
判断题,机械设备运转时，如需调整应先关停设备，严禁直接用手调整。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:37
判断题,机械设备在运行的过程中有杂音或发现运转不正常时，应立即关机并通知设备主管人。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:37
判断题,机械温控冰箱可以存放易燃易爆的化学品。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:21
判断题,基础生物实验教学实验室一般属于一级生物安全水平实验室。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:35
判断题,激光机床工作时，操作者可以直接用眼睛观察加工部位,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:37
判断题,激光机床工作时，人的皮肤可以直接接触激光的光束。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:37
判断题,激光加工机床工作时，操作者必须佩戴防护眼镜。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:37
判断题,及时控制事故的危险源是事故应急处置的首要任务。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:15
判断题,及时淘汰老化、性能不稳又具有安全隐患的仪器设备（如冰箱10年以上，烘箱12年以上）。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:38
判断题,极低放废物：是指这类废物高于放射性的清洁解控水平，但并不需要高级别的限制和隔离，可以在近地表填埋场形式的设施中处置，对其进行有限监管控制。这种填埋场形式的设施可能还含有其他有害废物。其代表的废物包括低活度的土壤和碎石。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:16
判断题,极短寿命废物：是指可在一个长达几年的时间内存放衰变，最终达到监管机构批准的无须控制的处置、使用或排放要求，而无须再行监管控制的放射性废物。这类放射性废物所含有的主要为短半衰期核素。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:16
判断题,急救时伤口包扎松劲适度，不可过紧或过松，以防滑脱或压迫神经和血管，影响远端血液循环，甚至造成肢体坏死。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:15
判断题,急救时伤口包扎越紧越好。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:15
判断题,急性中毒发生时，救护人员在抢救前要做好自身呼吸系统和皮肤的防护，以免自身中毒、使事故扩大。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:15
判断题,几种剧毒废液如果性质不互相排斥，可以混放在一个容器中。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:20
判断题,计算机犯罪是行为人以计算机为工具或以计算机资产为犯罪对象实施的，依照我国刑法应受处罚的，具有社会危害性的行为。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:42
判断题,计算机使用完毕后，应将显示器的电源关闭，避免电源接通时产生瞬间冲击电流,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:42
判断题,计算机信息系统的安全威胁同时来自内、外两个方面。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:42
判断题,剂量限值包括天然本底和医疗照射。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:16
判断题,剂量约束值应该高于剂量限值。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:16
判断题,加工工件时，可在加工过程中随时测量工件尺寸。,正确,错误,,,B,,接口直采,1,2026/9/18 12:50:37
判断题,加强对实验动物管理工作，防止人畜共患病和动物传染病的发生，是搞好生物安全管理工作的根本目标。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:35
判断题,加强对危险化学品的管理是有效预防和控制实验室危险化学品导致的突发事故的重要措施之一，是实验室安全管理的重要组成部分。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:25
判断题,加强计算机的安全管理，建立病毒防护系统并不断加以更新，重要的数据资料应定期进行备份。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:33
判断题,加热、回流易燃液体，为防止暴沸、喷溅，蒸馏中途不能添加沸石。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:21
判断题,加热、回流易燃液体时，为防止暴沸、喷溅，应添加适量沸石，如开始加热时发现忘加沸石，应先停止加热，待体系冷却后再加入沸石重新蒸馏；蒸馏瓶中有磁子进行搅拌可以同样起到沸石的作用。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:21
判断题,加热、生成气体的实验，一定小心不要使其成为封闭体系。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:21
判断题,加热溶液时，应加入沸石或进行搅拌，以避免爆沸。,正确,错误,,,A,,接口直采,1,2026/9/18 12:50:21
